EmployeeID,Age,Gender,EducationLevel,YearsOfExperience,JobRole,SkillsScore,Certifications,CompanyType,WorkHoursPerWeek,Salary
1675,45,Female,Bachelor,17,Designer,10,3,MNC,55,1082216
1676,48,Male,Master,25,Manager,9,8,MNC,49,1450564
1677,22,Male,Bachelor,8,Developer,6,10,MNC,47,858469
1678,55,Female,PhD,34,Tester,8,8,Startup,46,1694401
1679,57,Female,Bachelor,7,Data Analyst,10,5,MNC,39,851760
1680,25,Male,Bachelor,19,Manager,1,4,Startup,36,984819
1681,21,Female,Master,21,Developer,10,2,Medium Scale,38,1268714
1682,32,Male,Master,18,Manager,7,4,Medium Scale,52,1106780
1683,56,Male,Bachelor,29,Manager,3,2,MNC,55,1335694
1684,43,Female,Bachelor,27,Designer,9,4,Startup,44,1289809
1685,51,Male,PhD,34,Designer,6,4,Medium Scale,47,1695497
1686,31,Male,Bachelor,10,Manager,5,1,Startup,46,701562
1687,30,Female,PhD,30,Developer,8,8,Startup,36,1597160
1688,23,Female,Bachelor,35,Data Analyst,8,6,MNC,60,1652441
1689,34,Male,Master,29,Data Analyst,3,5,MNC,49,1465539
1690,36,Female,Master,22,Tester,2,4,Startup,48,1157123
1691,30,Female,Bachelor,18,Tester,2,3,Startup,59,901929
1692,49,Female,PhD,11,Data Analyst,5,7,MNC,44,1044617
1693,30,Female,Bachelor,14,Manager,10,1,Startup,56,927074
1694,32,Male,Bachelor,30,Manager,7,7,MNC,42,1516700
1695,50,Male,Master,14,Designer,8,0,Startup,59,963986
1696,21,Male,Bachelor,28,Designer,10,9,MNC,49,1484244
1697,25,Female,Master,25,Tester,8,0,Startup,47,1272879
1698,40,Female,Bachelor,1,Data Analyst,8,2,MNC,42,604179
1699,28,Female,Bachelor,19,Manager,10,4,Startup,55,1117100
1700,32,Female,Bachelor,14,Data Analyst,3,5,Medium Scale,55,904866
1701,21,Female,Bachelor,3,Developer,2,3,Medium Scale,56,548745
1702,40,Female,Bachelor,21,Data Analyst,4,6,Startup,48,1061116
1703,48,Female,Master,22,Developer,1,6,Medium Scale,35,1167418
1704,57,Male,PhD,25,Designer,3,1,Startup,47,1270707
1705,57,Male,Master,10,Designer,9,1,Startup,42,832765
1706,32,Female,Bachelor,27,Tester,7,1,Medium Scale,52,1300895
1707,57,Female,Bachelor,1,Data Analyst,7,1,Startup,56,458100
1708,48,Female,Bachelor,7,Data Analyst,1,8,MNC,43,718867
1709,35,Male,Bachelor,28,Developer,7,4,Startup,47,1328971
1710,26,Male,Master,10,Designer,10,10,Startup,37,921208
1711,40,Female,Bachelor,17,Developer,7,7,Medium Scale,52,1069085
1712,34,Female,Bachelor,13,Designer,4,4,MNC,44,880036
1713,22,Male,PhD,9,Developer,7,10,Startup,39,943212
1714,29,Male,Bachelor,34,Designer,8,4,Startup,59,1491252
1715,57,Male,Bachelor,8,Developer,3,0,Startup,40,604725
1716,40,Male,Bachelor,34,Designer,10,5,Startup,42,1527006
1717,46,Female,Bachelor,10,Developer,2,3,Startup,58,707835
1718,49,Male,PhD,11,Data Analyst,7,2,Startup,41,929059
1719,21,Male,Bachelor,2,Tester,5,5,MNC,55,580347
1720,55,Female,Bachelor,13,Developer,5,1,MNC,52,897171
1721,26,Male,Bachelor,27,Tester,5,7,Startup,48,1283517
1722,57,Male,Bachelor,10,Data Analyst,7,0,Startup,49,729274
1723,25,Male,Bachelor,24,Data Analyst,9,8,Medium Scale,44,1308577
1724,53,Female,Master,20,Designer,8,7,MNC,60,1277648
1725,34,Male,Master,9,Tester,6,0,MNC,55,824118
1726,32,Female,Master,14,Manager,7,9,Startup,46,1002910
1727,40,Female,Bachelor,18,Designer,9,8,MNC,41,1158083
1728,44,Male,Master,21,Tester,6,1,MNC,41,1239647
1729,54,Male,Master,20,Developer,1,2,Medium Scale,45,1058187
1730,45,Male,Bachelor,31,Developer,4,1,Medium Scale,47,1340424
1731,49,Male,Master,22,Data Analyst,8,7,MNC,49,1361899
1732,59,Female,Bachelor,12,Manager,7,1,MNC,52,891641
1733,51,Male,Bachelor,4,Developer,3,9,MNC,41,679750
1734,43,Male,Master,3,Tester,10,1,Startup,40,670620
1735,58,Male,Bachelor,27,Tester,3,0,Medium Scale,57,1251880
1736,40,Female,Master,13,Developer,3,6,Startup,45,880918
1737,43,Male,Bachelor,7,Tester,1,1,Medium Scale,42,598154
1738,36,Male,PhD,8,Tester,10,9,Medium Scale,54,1018166
1739,28,Female,PhD,34,Data Analyst,1,4,Medium Scale,35,1576992
1740,41,Female,PhD,20,Manager,6,4,MNC,42,1304001
1741,21,Male,Bachelor,17,Data Analyst,1,2,Medium Scale,42,927757
1742,28,Male,Bachelor,32,Manager,5,2,Startup,53,1369546
1743,49,Male,Bachelor,7,Tester,4,2,Medium Scale,37,671524
1744,52,Male,Bachelor,16,Manager,5,5,Startup,39,908019
1745,58,Male,Bachelor,30,Tester,7,3,Medium Scale,37,1376304
1746,25,Female,Master,33,Tester,6,2,Medium Scale,49,1567186
1747,42,Female,Master,5,Data Analyst,9,1,MNC,48,801912
1748,54,Male,PhD,21,Data Analyst,6,2,Startup,55,1239284
1749,21,Male,Bachelor,13,Designer,9,3,Medium Scale,49,911832
1750,46,Female,Bachelor,2,Developer,4,5,Medium Scale,58,532791
1751,30,Male,Bachelor,11,Designer,1,3,Startup,51,685022
1752,50,Male,PhD,35,Designer,1,7,Medium Scale,52,1635350
1753,38,Male,Master,11,Manager,10,2,MNC,36,971818
1754,37,Male,Master,1,Tester,7,2,Startup,46,558617
1755,46,Male,PhD,1,Tester,3,2,MNC,50,689509
1756,28,Female,Master,14,Tester,2,7,Startup,38,893962
1757,32,Male,Bachelor,22,Developer,6,3,Startup,59,1138824
1758,47,Male,Bachelor,28,Manager,6,0,Startup,36,1288244
1759,28,Male,Master,16,Manager,7,1,Medium Scale,48,1009854
1760,45,Female,Bachelor,31,Tester,5,9,Startup,45,1429307
1761,24,Female,Bachelor,6,Designer,8,1,Startup,47,661051
1762,53,Female,PhD,29,Developer,7,2,Startup,59,1447944
1763,21,Female,PhD,27,Designer,2,5,MNC,41,1484109
1764,39,Male,Master,13,Data Analyst,1,7,Startup,44,867327
1765,51,Female,Master,29,Manager,9,0,Medium Scale,58,1418244
1766,36,Male,Master,16,Manager,5,8,Startup,35,1027720
1767,34,Male,Bachelor,31,Designer,5,0,Startup,55,1330090
1768,25,Female,Bachelor,5,Developer,10,9,MNC,59,826023
1769,46,Female,Master,23,Manager,4,1,Medium Scale,38,1204359
1770,48,Female,Master,5,Designer,2,2,Medium Scale,52,667105
1771,22,Female,Bachelor,26,Developer,5,6,Medium Scale,40,1303536
1772,26,Female,PhD,17,Designer,2,8,Startup,36,1077855
1773,29,Male,Bachelor,23,Developer,7,2,Startup,37,1171947
1774,53,Female,Bachelor,23,Tester,9,7,Medium Scale,48,1292427
1775,45,Female,Master,33,Developer,9,8,Medium Scale,42,1667894
1776,33,Female,Bachelor,14,Data Analyst,6,9,MNC,50,1041279
1777,29,Male,Bachelor,10,Tester,1,6,Medium Scale,53,716601
1778,33,Female,Bachelor,21,Designer,6,3,Startup,52,1081952
1779,51,Male,Master,23,Tester,5,3,Startup,40,1210577
1780,31,Female,Bachelor,0,Tester,4,3,Startup,48,440374
1781,24,Female,Master,17,Designer,6,5,MNC,37,1115690
1782,54,Male,Master,11,Designer,6,3,Medium Scale,50,872521
1783,58,Female,Bachelor,27,Data Analyst,6,4,Startup,35,1274610
1784,24,Male,PhD,6,Designer,2,8,MNC,46,840483
1785,58,Male,Bachelor,22,Manager,7,6,MNC,48,1223058
1786,39,Male,PhD,20,Manager,4,7,Startup,53,1193704
1787,26,Female,Master,33,Data Analyst,9,4,MNC,56,1683933
1788,54,Female,PhD,10,Developer,10,4,MNC,53,1035565
1789,38,Female,Bachelor,21,Developer,2,10,Startup,43,1103856
1790,33,Male,Bachelor,34,Manager,5,6,MNC,41,1582256
1791,43,Female,Bachelor,28,Designer,4,10,Startup,48,1357352
1792,39,Male,Bachelor,27,Data Analyst,9,7,Startup,39,1345615
1793,31,Female,Master,17,Developer,4,8,MNC,52,1166102
1794,21,Male,Bachelor,13,Developer,8,1,Startup,43,861674
1795,44,Male,Master,17,Tester,8,2,Startup,55,1021927
1796,27,Male,Bachelor,27,Manager,6,1,Medium Scale,41,1265512
1797,45,Female,Bachelor,23,Designer,6,9,Startup,43,1178301
1798,41,Male,Master,7,Data Analyst,8,6,Medium Scale,38,821313
1799,35,Male,Bachelor,7,Developer,10,1,Medium Scale,59,718457
1800,21,Male,Master,3,Tester,9,1,Medium Scale,51,650492
1801,32,Male,Master,26,Manager,5,1,Medium Scale,46,1278223
1802,27,Male,Master,35,Manager,1,3,MNC,40,1577511
1803,35,Male,Bachelor,4,Data Analyst,1,0,MNC,52,546455
1804,41,Female,Master,32,Developer,2,1,Startup,42,1403722
1805,39,Female,PhD,33,Data Analyst,10,2,Startup,55,1633434
1806,49,Male,Master,29,Data Analyst,10,6,Startup,49,1480341
1807,45,Female,Bachelor,7,Tester,5,9,MNC,37,807309
1808,53,Female,Master,25,Manager,4,0,Medium Scale,36,1235007
1809,52,Male,Master,33,Designer,1,5,MNC,58,1549342
1810,55,Male,Master,6,Manager,4,2,MNC,57,746799
1811,58,Male,Bachelor,27,Manager,4,2,Startup,43,1245820
1812,46,Female,Bachelor,27,Tester,10,3,Startup,42,1305674
1813,31,Male,Master,13,Designer,4,3,Startup,38,865426
1814,55,Female,Bachelor,3,Developer,1,6,Medium Scale,36,512095
1815,28,Male,Master,17,Designer,9,2,Medium Scale,48,1119791
1816,34,Female,Bachelor,24,Developer,3,7,MNC,36,1249104
1817,30,Male,Master,6,Designer,4,7,Medium Scale,36,723255
1818,22,Male,Bachelor,27,Data Analyst,5,10,Startup,56,1318826
1819,29,Female,Bachelor,4,Designer,7,6,Medium Scale,41,659725
1820,23,Female,PhD,2,Tester,6,1,Medium Scale,46,673032
1821,41,Female,PhD,30,Developer,5,4,Medium Scale,40,1509944
1822,46,Female,Master,19,Manager,8,5,Medium Scale,52,1187826
1823,28,Female,Bachelor,18,Tester,1,9,Startup,38,975497
1824,22,Female,Master,10,Developer,7,3,Startup,53,832723
1825,26,Male,Master,2,Developer,6,9,MNC,47,735287
1826,48,Female,Master,22,Manager,5,4,MNC,54,1246845
1827,49,Male,Bachelor,6,Data Analyst,7,8,MNC,55,779297
1828,46,Male,Master,22,Tester,3,10,Medium Scale,57,1217570
1829,45,Female,Master,6,Manager,1,6,Medium Scale,59,692503
1830,32,Male,PhD,33,Manager,9,1,Startup,36,1592450
1831,25,Female,Bachelor,18,Data Analyst,2,10,MNC,42,1080271
1832,54,Female,Master,8,Tester,10,0,Startup,53,800471
1833,57,Male,Master,17,Manager,3,1,MNC,43,1080569
1834,35,Male,Bachelor,24,Data Analyst,8,2,MNC,60,1265898
1835,56,Female,Bachelor,13,Tester,10,10,MNC,38,1044389
1836,35,Female,Bachelor,24,Designer,9,1,Medium Scale,50,1253182
1837,43,Male,Bachelor,18,Developer,3,10,MNC,53,1100463
1838,26,Male,Bachelor,14,Data Analyst,6,2,MNC,44,920744
1839,41,Male,Master,15,Developer,7,9,Medium Scale,40,1077804
1840,43,Male,Master,26,Designer,1,10,MNC,50,1391282
1841,36,Female,Master,9,Manager,7,10,Medium Scale,44,937082
1842,35,Female,PhD,3,Manager,4,8,Medium Scale,47,774689
1843,45,Female,Bachelor,18,Tester,5,3,Startup,43,955871
1844,56,Female,Bachelor,27,Data Analyst,8,8,Medium Scale,41,1363536
1845,31,Male,Master,20,Data Analyst,4,10,Medium Scale,38,1193097
1846,35,Male,Bachelor,13,Tester,4,2,Medium Scale,53,810175
1847,24,Female,Bachelor,32,Developer,8,0,MNC,60,1519717
1848,41,Female,Bachelor,9,Manager,5,10,Startup,38,748217
1849,33,Female,Bachelor,18,Manager,6,4,MNC,53,1075106
1850,42,Female,Master,29,Data Analyst,5,9,Medium Scale,53,1475359
1851,39,Female,Bachelor,21,Data Analyst,1,9,Medium Scale,46,1121464
1852,54,Female,Bachelor,2,Tester,7,1,Startup,47,528509
1853,34,Female,Bachelor,17,Designer,6,3,Startup,59,952357
1854,24,Female,Master,10,Developer,2,1,Medium Scale,38,792354
1855,47,Female,Bachelor,1,Designer,7,1,Medium Scale,59,523570
1856,49,Male,Master,11,Designer,6,2,MNC,44,907034
1857,48,Female,Bachelor,5,Data Analyst,5,4,Medium Scale,55,621263
1858,55,Male,Bachelor,28,Data Analyst,8,3,MNC,41,1422180
1859,28,Male,Master,29,Data Analyst,5,1,Startup,39,1375099
1860,36,Female,Bachelor,1,Designer,2,10,MNC,51,558776
1861,56,Female,Bachelor,8,Developer,6,9,Medium Scale,52,803822
1862,50,Male,Bachelor,1,Data Analyst,1,1,MNC,45,454812
1863,38,Male,PhD,28,Manager,5,5,MNC,49,1524739
1864,22,Female,Bachelor,32,Developer,6,6,Startup,55,1436925
1865,33,Male,Master,9,Manager,7,9,MNC,56,979403
1866,24,Female,Bachelor,33,Developer,2,5,Medium Scale,41,1429575
1867,46,Female,Bachelor,7,Data Analyst,1,6,MNC,52,697231
1868,45,Female,Bachelor,32,Tester,6,0,MNC,60,1451399
1869,50,Male,PhD,5,Data Analyst,3,5,MNC,59,832731
1870,31,Male,Bachelor,18,Designer,5,10,Medium Scale,40,1078100
1871,27,Female,Bachelor,31,Designer,2,2,MNC,52,1380768
1872,51,Male,Bachelor,26,Developer,1,0,Medium Scale,50,1168299
1873,30,Male,Bachelor,0,Designer,1,7,MNC,36,525383
1874,59,Male,Bachelor,32,Data Analyst,4,3,Startup,53,1409337
1875,33,Male,Master,31,Manager,10,9,Startup,35,1590849
1876,51,Male,Bachelor,4,Data Analyst,2,7,Startup,59,572522
1877,27,Male,Bachelor,16,Developer,1,9,Medium Scale,60,975697
1878,56,Male,Master,7,Designer,6,10,Medium Scale,45,821357
1879,40,Female,Bachelor,33,Manager,4,3,Medium Scale,54,1421437
1880,24,Male,Bachelor,8,Tester,10,3,MNC,39,834946
1881,27,Male,Bachelor,22,Manager,7,9,Medium Scale,50,1215888
1882,21,Male,Master,34,Manager,6,3,Medium Scale,57,1555502
1883,33,Male,Bachelor,6,Data Analyst,5,5,Medium Scale,35,685376
1884,42,Male,Bachelor,14,Tester,10,8,Medium Scale,53,1045149
1885,41,Male,Bachelor,19,Developer,2,4,Startup,48,945566
1886,42,Male,Master,24,Developer,5,9,MNC,37,1401938
1887,48,Male,Bachelor,2,Manager,9,7,Startup,36,606576
1888,29,Female,Master,23,Manager,9,7,MNC,58,1408318
1889,46,Male,Master,33,Designer,2,3,MNC,39,1514014
1890,29,Male,Master,21,Tester,7,10,Startup,51,1256408
1891,35,Male,Bachelor,10,Manager,10,9,Medium Scale,52,933506
1892,30,Male,Bachelor,7,Designer,4,8,Startup,35,702462
1893,44,Female,Bachelor,34,Tester,3,8,MNC,49,1548613
1894,28,Female,Bachelor,7,Developer,1,4,MNC,56,695167
1895,44,Female,Bachelor,26,Designer,3,5,Medium Scale,43,1248699
1896,36,Female,Master,27,Tester,9,4,Startup,57,1406481
1897,46,Female,Bachelor,33,Designer,9,2,MNC,39,1584545
1898,47,Female,Bachelor,31,Manager,7,10,Startup,47,1470233
1899,57,Female,Master,14,Data Analyst,3,7,Medium Scale,53,997429
1900,24,Female,Master,16,Developer,3,8,Medium Scale,58,1063391
1901,44,Female,Bachelor,32,Manager,4,3,MNC,44,1461814
1902,39,Female,Master,15,Manager,7,8,Medium Scale,54,1068386
1903,56,Female,Bachelor,28,Tester,7,8,MNC,59,1474273
1904,59,Female,Master,8,Designer,2,6,MNC,55,836776
1905,30,Female,Master,32,Developer,5,7,Medium Scale,48,1556585
1906,45,Female,Master,28,Manager,7,2,Medium Scale,56,1413756
1907,38,Female,Master,12,Tester,7,4,Startup,55,882509
1908,39,Female,Bachelor,20,Developer,6,2,Startup,60,1032316
1909,56,Male,Bachelor,20,Designer,10,6,MNC,46,1245617
1910,30,Female,Master,4,Manager,10,5,Startup,45,701071
1911,53,Male,Bachelor,9,Manager,8,10,MNC,57,907742
1912,25,Female,PhD,5,Manager,3,2,Medium Scale,41,751849
1913,55,Female,Bachelor,12,Developer,1,8,Medium Scale,51,808228
1914,54,Male,Bachelor,0,Developer,3,0,Startup,52,356614
1915,53,Female,Bachelor,19,Developer,2,9,MNC,41,1090301
1916,41,Male,Bachelor,7,Developer,2,2,MNC,58,708509
1917,37,Male,Master,9,Tester,2,10,Startup,54,805549
1918,42,Male,Master,8,Data Analyst,5,9,MNC,40,907851
1919,57,Female,Master,2,Tester,1,10,MNC,45,646374
1920,35,Female,Master,10,Manager,10,6,Medium Scale,46,954407
1921,55,Female,PhD,11,Tester,4,2,MNC,60,996606
1922,48,Male,Master,9,Designer,10,2,MNC,50,941741
1923,27,Male,Bachelor,24,Developer,5,1,MNC,53,1208982
1924,52,Female,Master,24,Designer,2,8,Startup,57,1231258
1925,31,Female,Bachelor,10,Designer,5,10,Startup,53,820652
1926,30,Female,Bachelor,35,Manager,10,3,Startup,45,1540248
1927,29,Female,Master,25,Developer,4,9,MNC,50,1370515
1928,34,Female,Bachelor,13,Designer,8,5,MNC,57,985042
1929,33,Male,Bachelor,0,Manager,1,1,Startup,46,351809
1930,45,Male,Bachelor,3,Developer,5,8,Startup,42,555830
1931,22,Male,Bachelor,29,Data Analyst,10,6,MNC,37,1505248
1932,55,Female,PhD,11,Manager,1,9,MNC,36,1034960
1933,27,Male,Bachelor,34,Tester,10,4,Medium Scale,40,1556799
1934,41,Male,Bachelor,12,Developer,10,6,Startup,50,878547
1935,38,Male,Bachelor,30,Designer,4,3,MNC,54,1411562
1936,23,Male,Bachelor,22,Designer,8,9,Startup,58,1184328
1937,59,Male,PhD,3,Tester,1,6,Startup,49,627679
1938,31,Female,Bachelor,15,Tester,2,1,Startup,48,811058
1939,59,Male,Master,6,Designer,1,6,Medium Scale,36,697237
1940,44,Female,Master,21,Developer,7,3,MNC,54,1271696
1941,39,Female,PhD,28,Manager,2,3,MNC,52,1459906
1942,24,Female,Master,10,Tester,1,0,Startup,48,728427
1943,46,Female,Master,32,Tester,6,2,MNC,52,1568872
1944,58,Female,Bachelor,28,Tester,6,4,Medium Scale,36,1364971
1945,52,Male,Bachelor,11,Data Analyst,10,4,Startup,35,836547
1946,59,Male,Bachelor,6,Developer,2,1,Medium Scale,54,583306
1947,56,Female,PhD,25,Developer,1,3,Medium Scale,36,1313210
1948,57,Female,Bachelor,8,Developer,10,0,MNC,43,825693
1949,53,Female,Bachelor,33,Developer,3,8,MNC,43,1533239
1950,56,Male,Bachelor,12,Developer,10,0,Medium Scale,50,877830
1951,23,Female,Bachelor,35,Designer,5,5,MNC,45,1568381
1952,29,Male,Bachelor,24,Tester,6,6,Medium Scale,57,1244832
1953,28,Female,PhD,23,Designer,3,2,Medium Scale,40,1284357
1954,53,Male,Bachelor,16,Data Analyst,9,0,Startup,46,943841
1955,26,Female,Master,1,Manager,5,6,Medium Scale,37,582447
1956,59,Male,Master,12,Tester,2,2,Medium Scale,46,840368
1957,24,Female,Bachelor,30,Data Analyst,10,9,MNC,57,1550271
1958,33,Male,Bachelor,28,Designer,6,5,Startup,35,1280339
1959,22,Male,Bachelor,27,Manager,8,5,MNC,43,1423973
1960,25,Male,Bachelor,26,Data Analyst,6,3,Startup,54,1252933
1961,47,Male,Master,14,Manager,4,10,MNC,56,1059974
1962,52,Male,Bachelor,30,Data Analyst,6,5,Medium Scale,40,1406509
1963,41,Male,Bachelor,14,Designer,8,10,Startup,45,977898
1964,28,Male,Master,32,Manager,8,9,Startup,37,1596843
1965,58,Female,PhD,19,Data Analyst,10,3,Startup,38,1226221
1966,28,Female,Master,11,Designer,2,7,Startup,44,827263
1967,23,Female,Master,8,Tester,8,8,MNC,53,956467
1968,23,Female,Master,22,Designer,6,1,MNC,40,1227733
1969,42,Female,Bachelor,7,Designer,2,6,Startup,35,645878
1970,26,Male,Master,31,Tester,1,8,Startup,42,1400049
1971,22,Male,Bachelor,13,Designer,6,8,Startup,42,903086
1972,43,Male,Master,26,Tester,7,4,MNC,59,1430401
1973,22,Male,Master,24,Tester,10,0,Startup,40,1261088
1974,58,Male,Bachelor,12,Tester,5,5,Startup,51,800608
1975,37,Female,Master,20,Data Analyst,10,7,Startup,53,1190638
1976,55,Female,PhD,30,Manager,8,0,MNC,35,1567709
1977,54,Female,Bachelor,4,Data Analyst,9,1,Medium Scale,49,610143
1978,43,Female,Master,12,Tester,4,0,Medium Scale,47,831224
1979,50,Male,Bachelor,27,Manager,7,4,MNC,55,1392234
1980,28,Male,Master,24,Manager,8,1,Medium Scale,37,1308047
1981,42,Male,Bachelor,34,Tester,6,9,Startup,36,1544870
1982,56,Female,Master,6,Manager,2,9,Startup,37,707013
1983,25,Male,PhD,31,Manager,7,3,MNC,43,1614741
1984,33,Female,PhD,2,Data Analyst,9,0,MNC,50,789575
1985,49,Male,Master,21,Manager,5,6,Medium Scale,58,1197991
1986,51,Male,Bachelor,7,Tester,2,7,Medium Scale,47,690175
1987,36,Female,PhD,16,Developer,4,4,Startup,53,1056081
1988,50,Male,Bachelor,26,Developer,3,1,MNC,52,1282225
1989,36,Male,PhD,32,Developer,4,7,Medium Scale,55,1627558
1990,32,Female,Bachelor,16,Tester,10,0,Medium Scale,46,1027304
1991,37,Male,Bachelor,11,Developer,7,6,Startup,46,810642
1992,36,Female,Master,26,Data Analyst,10,0,Startup,35,1309567
1993,32,Male,Bachelor,7,Tester,8,5,Startup,54,721627
1994,28,Male,Bachelor,22,Tester,1,5,Startup,42,1063536
1995,40,Male,Bachelor,28,Tester,8,4,Medium Scale,51,1391526
1996,23,Male,Bachelor,19,Manager,5,1,MNC,55,1098242
1997,36,Male,Bachelor,15,Manager,7,1,MNC,54,972399
1998,50,Male,Bachelor,16,Manager,1,8,Startup,56,908103
1999,43,Male,Bachelor,15,Designer,2,4,Startup,41,865721
2000,48,Male,Bachelor,18,Data Analyst,1,4,Medium Scale,43,950330
